area_id,state_ut,district,locality,crime_risk_index,accident_risk_index,road_condition_score,sanitation_hygiene_score,public_review_score,emergency_access_score,environment_score,infrastructure_score,tourist_facilities_score,tourist_safety_score,tourist_friendliness_score,data_status,real_data_sources,score_method,data_year,requested_region_quota
IN-00001,Odisha,Angul,Angul Heritage Area 0001,41.0,61.53,49.64,36.36,15.43,46.91,75.77,33.68,43.94,44.22,41.9,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00449,Odisha,Subarnapur,Subarnapur Beach Area 0449,46.54,95.0,58.33,37.75,77.6,20.53,63.1,95.75,69.1,45.37,55.33,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00450,Odisha,Sundargarh,Sundargarh Heritage Area 0450,19.89,47.07,79.47,59.39,53.67,53.41,66.23,49.6,82.15,65.5,62.18,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00451,Odisha,Angul,Angul Nature Area 0451,12.06,22.0,42.08,32.36,40.21,21.88,39.95,14.24,46.41,55.07,38.57,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00452,Odisha,Balangir,Balangir Heritage Area 0452,79.05,25.64,65.11,82.06,77.39,52.66,78.85,20.88,98.0,59.28,63.74,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00453,Odisha,Balasore,Balasore Rural Area 0453,36.07,18.4,41.92,53.43,68.49,86.05,40.06,25.67,9.76,63.41,55.61,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00454,Odisha,Bargarh,Bargarh Beach Area 0454,42.41,62.28,43.09,69.9,75.27,51.28,44.21,42.01,85.7,55.63,55.9,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00455,Odisha,Bhadrak,Bhadrak Transit Corridor 0455,28.48,56.24,83.42,47.92,48.38,55.69,44.68,45.89,79.0,59.2,56.38,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00456,Odisha,Boudh,Boudh Nature Area 0456,50.83,45.19,49.61,78.45,73.58,37.93,87.56,35.77,70.79,58.93,61.1,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00457,Odisha,Cuttack,Cuttack Tourist Zone 0457,39.07,57.96,73.7,48.83,91.29,48.38,79.4,51.97,48.15,62.42,65.65,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00458,Odisha,Deogarh,Deogarh Hill Area 0458,68.46,31.35,43.14,45.28,55.33,59.09,79.18,67.88,52.71,49.61,54.58,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00459,Odisha,Dhenkanal,Dhenkanal Market Area 0459,74.15,81.5,67.7,56.39,69.48,49.08,44.32,30.81,55.53,45.39,52.8,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00460,Odisha,Gajapati,Gajapati Nature Area 0460,21.49,59.0,50.13,98.0,98.0,32.42,82.5,48.58,60.01,70.06,70.78,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00461,Odisha,Ganjam,Ganjam Transit Corridor 0461,68.72,54.18,54.42,43.76,42.43,17.25,43.63,57.55,52.48,39.69,42.86,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00462,Odisha,Jagatsinghpur,Jagatsinghpur Nature Area 0462,55.49,74.16,61.18,77.78,58.23,61.18,55.65,86.15,56.97,53.48,63.25,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00463,Odisha,Jajpur,Jajpur Nature Area 0463,76.52,53.16,64.83,26.0,72.07,89.12,62.49,83.29,94.61,49.37,60.27,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00464,Odisha,Jharsuguda,Jharsuguda Heritage Area 0464,16.17,56.23,44.95,59.87,67.39,51.35,76.15,40.53,86.29,62.3,58.21,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00465,Odisha,Kalahandi,Kalahandi Transit Corridor 0465,46.78,70.12,93.99,71.06,66.06,72.16,70.56,41.94,61.09,63.2,68.93,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00466,Odisha,Kandhamal,Kandhamal Tourist Zone 0466,20.46,44.89,41.69,52.09,61.08,54.13,76.05,63.23,60.15,60.6,57.72,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00467,Odisha,Kendrapara,Kendrapara Beach Area 0467,56.74,58.93,41.16,58.01,93.19,51.68,46.61,47.37,80.94,53.33,56.75,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00468,Odisha,Keonjhar,Keonjhar Tourist Zone 0468,56.62,60.71,37.66,33.63,51.87,40.41,58.8,71.15,73.22,42.19,46.06,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00469,Odisha,Khordha,Khordha Urban Area 0469,69.74,40.72,55.22,41.81,74.02,58.31,91.26,40.13,79.87,52.51,57.76,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00470,Odisha,Koraput,Koraput Market Area 0470,37.31,64.48,71.18,34.82,65.69,53.18,59.82,44.31,77.34,55.06,55.25,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00471,Odisha,Malkangiri,Malkangiri Beach Area 0471,24.4,16.11,46.92,64.96,65.49,87.73,49.37,30.59,46.17,69.33,60.71,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00472,Odisha,Mayurbhanj,Mayurbhanj Transit Corridor 0472,52.54,36.26,64.21,80.58,81.05,63.1,37.68,81.59,41.9,63.5,67.99,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00473,Odisha,Nabarangpur,Nabarangpur Rural Area 0473,50.78,41.96,66.68,68.24,96.45,63.98,29.94,40.32,71.23,63.61,64.03,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00474,Odisha,Nayagarh,Nayagarh Beach Area 0474,22.14,61.82,77.65,77.17,74.67,71.18,74.18,36.59,98.0,70.44,70.23,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00475,Odisha,Nuapada,Nuapada Heritage Area 0475,43.46,51.5,17.76,77.04,98.0,48.44,55.17,36.76,60.37,57.93,57.44,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00476,Odisha,Puri,Puri Urban Area 0476,51.6,49.69,33.6,59.52,81.58,61.72,63.21,44.21,67.85,55.18,56.92,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00477,Odisha,Rayagada,Rayagada Nature Area 0477,33.89,58.66,61.29,39.33,90.15,52.64,49.61,54.66,79.75,59.09,59.08,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00478,Odisha,Sambalpur,Sambalpur Transit Corridor 0478,38.87,79.88,67.4,59.4,54.27,73.87,73.3,36.4,53.38,56.52,59.65,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00479,Odisha,Subarnapur,Subarnapur Urban Area 0479,35.33,95.0,73.36,84.07,98.0,15.36,77.71,98.0,58.88,60.65,72.58,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00480,Odisha,Sundargarh,Sundargarh Hill Area 0480,35.42,46.26,98.0,65.03,66.45,32.26,61.41,65.25,93.19,64.93,66.55,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00481,Odisha,Angul,Angul Beach Area 0481,37.37,51.53,56.17,31.73,48.85,35.62,72.07,24.64,61.69,50.61,46.4,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00482,Odisha,Balangir,Balangir Transit Corridor 0482,77.05,60.32,52.56,62.09,62.34,47.38,71.48,44.05,98.0,46.55,54.48,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00483,Odisha,Balasore,Balasore Tourist Zone 0483,20.78,40.0,32.22,46.1,92.07,80.89,61.08,53.56,42.7,65.51,61.49,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00484,Odisha,Bargarh,Bargarh Hill Area 0484,33.62,23.58,52.13,45.25,87.76,64.87,51.42,40.49,63.39,64.89,59.67,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00485,Odisha,Bhadrak,Bhadrak Beach Area 0485,44.07,70.67,63.1,34.85,48.63,51.72,54.71,91.41,78.65,48.28,53.84,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00486,Odisha,Boudh,Boudh Rural Area 0486,68.84,71.06,54.6,98.0,74.47,51.18,85.87,53.87,50.21,55.61,67.05,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00487,Odisha,Cuttack,Cuttack Tourist Zone 0487,42.67,82.22,92.94,55.04,76.72,56.0,72.56,61.19,54.33,59.93,67.66,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00488,Odisha,Deogarh,Deogarh Hill Area 0488,90.19,50.99,60.09,73.5,39.56,42.67,67.06,64.55,32.78,43.4,54.25,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00489,Odisha,Dhenkanal,Dhenkanal Hill Area 0489,73.53,83.81,58.02,53.36,73.45,43.99,65.86,67.2,59.93,44.46,56.54,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00490,Odisha,Gajapati,Gajapati Nature Area 0490,32.0,46.78,73.99,75.43,87.68,47.78,60.27,62.02,60.21,68.34,69.66,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00491,Odisha,Ganjam,Ganjam Urban Area 0491,44.55,73.68,67.73,56.21,58.24,42.75,67.73,54.82,64.91,52.8,57.06,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00492,Odisha,Jagatsinghpur,Jagatsinghpur Rural Area 0492,53.53,80.03,50.72,58.4,42.3,64.19,35.47,50.8,72.87,45.52,49.14,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00493,Odisha,Jajpur,Jajpur Urban Area 0493,45.71,54.19,37.85,47.47,81.55,69.38,73.35,98.0,86.84,56.08,63.12,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00494,Odisha,Jharsuguda,Jharsuguda Market Area 0494,24.29,53.67,63.68,56.3,81.04,84.79,73.27,85.51,97.17,68.17,71.55,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00495,Odisha,Kalahandi,Kalahandi Temple Area 0495,47.11,54.04,81.88,72.53,69.09,71.03,69.12,64.24,46.59,64.2,70.01,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00496,Odisha,Kandhamal,Kandhamal Rural Area 0496,14.63,47.11,42.92,42.99,85.12,52.66,54.28,52.9,51.85,62.91,57.36,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00497,Odisha,Kendrapara,Kendrapara Hill Area 0497,63.07,52.03,39.47,67.76,98.0,65.92,50.08,59.86,54.4,56.31,62.45,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00498,Odisha,Keonjhar,Keonjhar Transit Corridor 0498,54.51,50.04,18.22,65.19,63.53,47.55,57.4,55.59,79.9,48.53,50.23,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00499,Odisha,Khordha,Khordha Temple Area 0499,83.17,40.04,61.21,42.94,79.76,63.39,65.55,54.84,63.87,50.4,58.56,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00500,Odisha,Koraput,Koraput Urban Area 0500,34.42,67.12,80.35,61.33,58.27,83.99,60.26,42.45,64.34,62.73,64.34,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-00501,Odisha,Malkangiri,Malkangiri Urban Area 0501,54.11,21.11,70.11,76.71,69.31,65.96,45.39,50.79,29.52,64.59,64.78,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
